name,population,needs_permit,x,y,z,id,edsm_id,primary_economy
Exbeur,930040629,1,-35.15625,27.84375,-33.65625,4719,13593,Extraction
Excessis,14844618,0,25.84375,-30.46875,-83.46875,4720,2954,Industrial
Exigus,193042,0,-2.625,38.3125,-84.125,4721,3993,Service
Exioce,16591377,0,78.5,-100.25,16.78125,4723,18297,Tourism
Exphiay,135982,0,283.84375,-128.25,-38.9375,22957,26056,Colony
Ezerishapa,1691354533,0,-99.46875,0.9375,82.0625,4725,4677,Agriculture
FAUST 3566,1711585352,0,7.125,109.90625,7.65625,4755,4770,Terraforming
FAUST 68,16530925,0,72.34375,-89.90625,46.59375,4756,2549,High Tech
FF Andromedae,27017632,0,-52.6875,-31.6875,-31.59375,4783,12165,Industrial
FK Aquarii,18770148,0,-9,-24.46875,11.1875,4812,15974,Refinery
FK5 2550,11601395006,0,17.1875,22.65625,-75.21875,4813,6984,Agriculture
FS 34,2182637,0,-24.8125,-37.53125,50.5,4866,5819,Industrial
FT Ceti,3080500,0,-4.4375,-64.21875,-45.3125,4867,7555,Refinery
FT Piscium,11532239,0,-25.5,-23.6875,-16.84375,4868,3318,Industrial
FW Cephei,62312,0,-1415.78125,366.65625,-355.3125,48382,48136,Tourism
Facece,10880630357,1,64.28125,-111.4375,25.1875,4727,7060,Military
Faisel C,319382,0,52.09375,25.34375,5.6875,11931,3096,Refinery
Falendal,13257429,0,132.28125,-127,76,4729,8581,Industrial
Fan Cechehe,2848814,0,-89.34375,-108.9375,51.84375,4734,1417,Industrial
Fan Kui,3613271,0,-29.375,153.125,-77.96875,4738,14428,Terraforming
Fan Yin,16111573,0,71,32.125,-53.03125,4741,5017,Industrial
Farack,97901,0,-18.90625,79.40625,-8.9375,4745,2698,Agriculture
Farowalan,8844964,0,-4.9375,-65.78125,-98.5625,4751,8622,Industrial
Fawaol,90015666,0,65.5625,-118.15625,-10.09375,4757,8468,High Tech
Fedmich,29847881,0,23.875,75.1875,35.75,4758,16264,Industrial
Fehu,3014684,0,46.375,-448.6875,-127.125,25651,31416,Agriculture
Feige 22,7188090,0,-16,-65.8125,-54.53125,4761,4490,Industrial
Feldr,2465157,0,-57.625,14.8125,73.0625,4762,13880,Industrial
Felkan,2500000,0,-34.5,-62.90625,-42.9375,4763,8269,Agriculture
Feng Tanga,8985258,0,5.75,-113.125,-67.3125,4765,3025,High Tech
Feng Tu,4306409,0,-114.34375,80.5625,101.4375,4766,14337,Industrial
Fenghus,5152223,0,-126.5,-98.59375,-32.125,4769,1609,Industrial
Fengiri,36534244,0,-98.9375,-16.53125,75.0625,4770,11726,Industrial
Fengita,1722445,0,-108.53125,75.625,-16,4771,8028,Industrial
Fenrichua,1988816,0,-39.3125,-95.15625,-88.875,4775,4858,Industrial
Fer Doira,633976204,0,83.84375,-8.53125,106.9375,4777,1511,Agriculture
Fermer,93115089,0,-83.875,-18.6875,18.3125,4780,1973,Terraforming
Fetill,3515225,0,81.625,49.09375,-7.40625,4781,19384,Refinery
Feuma,1572391,0,22.875,78.625,23.59375,4782,3537,Extraction
Fiden,196858987,0,-57.5,-74.75,-109.125,4784,1991,Industrial
Fidena,2062441,0,55.96875,-75.78125,-30.84375,4785,18863,Industrial
Fincien,4976667900,0,-89.25,-25.84375,82.65625,4790,8423,Agriculture
Findalibila,165984,0,39.5,-44.0625,-30.28125,4791,9768,Refinery
Findja,400601,0,37.625,-81.78125,45.71875,4793,15528,Terraforming
Fintamans,7317351,0,164.78125,-21.96875,15.34375,4795,10346,Industrial
Fintamkina,3621198,0,6.625,-40.625,130.6875,4796,928,Industrial
Finteno,6784704,0,-106.375,-16.21875,4.9375,4798,17847,High Tech
Fintia,395971,0,131.28125,-121.5625,29.21875,4800,18887,Terraforming
Fionn,18439952,0,32.5,9.3125,-22.75,4801,10000,High Tech
Firdaus,750000,0,62.96875,-89.5625,35.625,4805,9776,Refinery
Fire Fade,12649828,0,130.8125,-164.09375,98.5625,4806,13918,Industrial
Firen,1497404477,0,-50,-51.9375,82.625,4808,10320,Agriculture
Firenses,6513405,0,-88.46875,-63.53125,31.1875,4809,6571,Industrial
Firey,1811079,0,58.15625,-37.78125,105.78125,4810,19335,Industrial
Fjorgyn,321265,0,38.375,-43.71875,42.125,4811,4227,Refinery
Flaming Star Sector LX-T b3-0,10430,0,-243.09375,-77.5625,-1687.71875,615232,3367097,Military
Flech,1450039884,0,20.125,-10.34375,-63.125,4814,3900,Agriculture
Flechti,109784,0,58.03125,46.34375,81.34375,4817,5492,Refinery
Flesk,1750000,0,34.625,-87.34375,16.9375,4819,7545,Agriculture
Flousop,469277,0,-1.625,16.8125,4,4820,14161,Refinery
Folna,1723361442,0,53.90625,77.9375,33.71875,4824,5276,Agriculture
Fomalhaut,25368,0,-3.78125,-22.875,9.6875,4825,18062,Colony
Fomovithi,11604856,0,-52.15625,-34,-84.625,4827,15833,Industrial
Fong Wang,11147154,0,58.03125,9.65625,36.03125,4829,10210,Refinery
Fonga,15741970,0,147.0625,3,18.125,4830,7437,Industrial
Forculus,150000,0,-42.5625,-24.03125,76.71875,4834,2203,Service
Formoring,3344106,0,77.21875,-222.3125,-61.28125,4839,3322,Industrial
Forsina,238610,0,187.34375,-146.15625,97.53125,4842,12945,Military
Fortuna,5289084630,0,-17.3125,15.875,-54.46875,4843,11514,Agriculture
Fotla,12100662,0,64.78125,-103.8125,43.09375,4844,3424,High Tech
Fousang,40169583,0,44.125,-0.3125,-12.78125,4846,8190,Industrial
Frao,7757484,0,4.125,-148.46875,123.75,4847,7131,Extraction
Frendan,4915477,0,-14.25,29.65625,68.65625,4848,1183,Refinery
Freng,2973176,0,-74.9375,-10.96875,54.125,4850,12551,Refinery
Frenis,8249093,0,43.28125,-119.34375,-95.4375,4851,19301,Terraforming
Frey,14819256,0,-74.625,-21.625,76.40625,4853,10421,Industrial
Fricassi,2492759,0,80.875,-30.65625,18.09375,4855,6276,Industrial
Frigga,9768899,0,-132.4375,-24.4375,37.28125,4859,3727,Industrial
Frog,2507556,0,-41.5,-36.625,57.1875,4865,1716,Industrial
Fu Haiting,39892613,0,-103,29.46875,-43.4375,4869,10745,Industrial
Fu Haras,20592675,0,162.75,-85.25,11.5625,4870,2813,Industrial
Fu Hsi,160594,0,126.03125,-73.0625,-125.1875,4871,6048,Terraforming
Fu Huacobad,19916375,0,159.75,-112.5,44.3125,4872,8127,Industrial
Fu Xianses,6366367,0,50.0625,-46.6875,132,4874,2594,Extraction
Fuelum,47605125,0,52,-52.65625,49.8125,4878,1464,Industrial
Fugeirs,3285155,0,133.40625,8.9375,5.78125,4880,15179,Industrial
Fugen Shi,1256839890,0,113.40625,-177.1875,24.375,4882,18317,Agriculture
Fugeth,2022336,0,83.84375,9.3125,87.28125,4885,19988,Extraction
Fujin,90000,0,-6.03125,-30.375,-59.03125,4886,21,Agriculture
Fular,5006129,0,4.3125,-18.03125,-81.25,4887,13747,High Tech
Fulastobo,2292967034,0,3.53125,-20.59375,111,4888,13931,Agriculture
Fullerene C60,65462,0,-50.5,19.28125,-203.875,8355240,11170636,Tourism
Funj,1909138,0,-37.9375,-75.90625,-16.25,4891,8746,Agriculture
Funjila,3117152,0,89.53125,-93.40625,-87.46875,4893,6289,Industrial
Furbaide,5946094,0,-28.5625,-10.65625,28.8125,4894,15662,Industrial
Furuhjelm I-645,13581234,0,-11.71875,92.125,-45.6875,4895,11790,Industrial
Furuhjelm III-674,39062174,0,-39,-8.125,-87.75,4897,2472,Industrial
Fusang,4828680,0,-12.59375,-19.03125,39.71875,4898,6860,High Tech
Futeno,4321198,0,-32.71875,5.1875,166.3125,4899,18751,Industrial
Futhark,2500007805,0,75.34375,-119.28125,46.4375,4901,6115,Extraction
Futhorc,22509258,0,80.5625,-122.0625,45.09375,4902,9543,Refinery
G 122-60,37602329,0,-11,73.46875,-22.5625,4910,9292,High Tech
G 123-16,16412676413,0,-9.25,79.03125,-17.75,4911,5260,Agriculture
G 126-31,5511993,0,-48.5625,-25.6875,16.0625,4915,14622,High Tech
G 130-9,3416992,0,-53.78125,-26.09375,-18.5625,4916,5170,Industrial
G 138-40,6887165,0,-19.25,31.3125,40.03125,4917,13022,Industrial
G 139-21,24737770,0,-17.03125,16.875,34.625,4918,11358,Industrial
G 139-3,5051262,0,-19.90625,21.96875,30.25,4919,373,Refinery
G 139-50,8438351,0,-33.84375,22.96875,54.25,4920,18390,High Tech
G 141-21,8672117989,0,-24.875,6,26.21875,4922,14200,Agriculture
G 141-52,9393984,0,-32.9375,19.0625,30.125,4923,14660,Industrial
G 166-21,5959411,0,-16.40625,71.3125,19.90625,4927,8055,Industrial
G 167-35,1842365,0,-33.15625,71.9375,32.9375,4928,1744,Industrial
G 173-53,2960018,0,-25.15625,-8.03125,-28.65625,4930,11727,Extraction
G 175-42,143445,0,-14.65625,2.5,-29.46875,4931,5969,Colony
G 180-18,11838586,0,-28.96875,40.6875,19.03125,4933,13566,Industrial
G 180-47,10070815,0,-51.84375,65.5625,40.8125,4934,12923,Industrial
G 181-6,44826541,0,-20.3125,20.3125,14.0625,4935,13048,Industrial
G 188-9,339846,0,-40.53125,-13.65625,7.59375,4936,17151,Military
G 190-28,12387634,0,-44,-15.65625,-13.3125,4937,401,High Tech
G 203-47,31607896208,0,-18.34375,14.25,7.09375,4938,2531,Agriculture
G 224-46,40919890,0,-55.25,60.34375,-12.71875,4942,12242,Industrial
G 239-25,2500,0,-22.6875,25.8125,-6.6875,4945,14552,Extraction
G 240-11,1051204800,0,-74.21875,67.34375,-2.375,4946,16558,Industrial
G 250-34,30698753,0,-27.28125,25.90625,-44.5,4947,5134,High Tech
G 266-46,293961,0,-18.5625,-161.65625,19.84375,4948,12370,Terraforming
G 267-2,17550865,0,-8.40625,-161.125,31.96875,4949,8185,Industrial
G 268-47,16801859,0,-3.78125,-60.28125,-1.21875,4951,3538,Industrial
G 35-15,3235120327,0,-28.3125,-36.9375,-35.0625,4954,2469,Agriculture
G 41-14,3065518,0,7.9375,7.71875,-9.4375,4955,11090,Industrial
G 5-32,1771209,0,-7.09375,-35.40625,-47.34375,4956,15507,Refinery
G 59-7,551054,0,8.90625,78.625,-8.09375,4957,19680,Colony
G 65-9,22085857,0,9.53125,42.34375,20.34375,4958,10358,Industrial
G 69-11,616411,0,-45.34375,-32.09375,-26.5,4959,4869,Tourism
G 83-13,4793922143,0,1.21875,-16.09375,-38.03125,4960,362,Agriculture
G 85-12,226093,0,-5.03125,-8.53125,-41.21875,4961,13204,Military
G 87-16,4794262989,0,5.90625,15.6875,-57.5,4962,16560,Agriculture
G 98-44,4328269,0,-2.34375,8.71875,-79.0625,4965,17320,Industrial
G 99-49,699227,0,7.15625,-3.09375,-15.6875,4966,15237,Military
G Hydrae,18484009,0,140.71875,54.5,-41.71875,4968,15417,Terraforming
G Scorpii,21945931,0,13.4375,-12.15625,124.5,4969,1915,Industrial
G146-60,9523297,0,-12.75,73.65625,-44.21875,4970,20063,Industrial
GAT 2,4509491,0,-35.3125,17.71875,58.875,5097,17751,High Tech
GCRV 1568,377756636,0,-33.90625,-63,-82.875,5124,14165,Agriculture
GCRV 2743,4075626783,0,-69.375,28.59375,-93.03125,5126,14060,Agriculture
GCRV 3034,308481,0,-4.34375,-16.09375,-117.53125,5127,16163,Refinery
GCRV 3204,4030792891,0,62.625,-51.15625,-85.59375,5128,15474,Agriculture
GCRV 3791,14408639,0,-58.84375,41.03125,-83.40625,5131,6279,Industrial
GCRV 52424,4633503765,0,-7.90625,-98.28125,-42,5134,13476,Industrial
GCRV 61007,2552399,0,103.90625,20.03125,2.0625,5138,9747,Refinery
GCRV 61377,10986331,0,31.03125,99.5,-51.0625,5139,18354,Industrial
GCRV 6406,6091106,0,-54.25,80.71875,-68.875,5141,3998,Industrial
GCRV 65988,410218,0,-78.21875,86.5625,21.8125,5143,4587,Colony
GCRV 7300,7305650,0,-36.78125,103.0625,-37.28125,5144,15793,Industrial
GD 1192,5768389,0,-22.28125,-67.84375,12.5,5146,1412,Industrial
GD 140,82688292,0,4.84375,49.5625,-13.3125,5147,7597,High Tech
GD 175,9697477,0,9.3125,56.53125,60.59375,5148,6926,High Tech
GD 219,3972954,0,-48.65625,0.125,41.6875,5150,1340,High Tech
GD 279,21715161,0,-35.25,-12.46875,-34.0625,5151,583,Industrial
GM Cephei,29114,0,-2660.96875,180.15625,-433.15625,25653,24541,Extraction
GQ Virginis,14133544,0,12.15625,27.3125,23.28125,5411,3203,High Tech
GR Virginis,4284330,0,26.53125,119.40625,113.15625,5413,11475,Industrial
Ga Gu,6028218,0,32.03125,-102.625,-76.34375,4974,15840,Industrial
Ga'at,57315598,0,132.9375,-70.03125,11.0625,4978,19882,Industrial
Gaarnae,127112,0,12.875,-177.09375,92.65625,5624,1148,Extraction
Gaarnuten,27297611,0,12.125,-101.84375,139.53125,5626,14180,Industrial
Gabia,5093023,0,-21.3125,-79.46875,-144.125,4979,8924,Industrial
Gabietye,2155737,0,-29.84375,-62.875,61.9375,4981,10712,Industrial
Gabihilota,1397109,0,-141.1875,-16.875,12.40625,4982,7319,Industrial
Gabiko,2593828,0,-22.0625,-152.4375,26.46875,4983,3117,Industrial
Gabin,8973401,0,62.09375,34.8125,-89.59375,4985,11056,Industrial
Gabjaujavas,893643,0,-97.875,38.59375,37.34375,4986,16585,Industrial
Gabjaujis,11347537360,0,144.625,-120.375,63.84375,4988,17860,Agriculture
Gabraceni,6588976780,0,52.53125,-11.375,61.65625,4989,20062,Agriculture
Gabri,2320044,0,-34.71875,199.875,-101.03125,4991,19508,Terraforming
Gacrux,4450464994,0,75.90625,8.3125,44.8125,4994,7564,Agriculture
Gadaninovii,6875155,0,31.59375,-47.03125,128.78125,4999,2073,Industrial
Gadjil,3304109,0,-116.71875,46.78125,91.8125,5001,5225,Industrial
Gakia,9580495,0,95.90625,103.0625,-89.78125,5004,16992,Industrial
Galandandes,210422,0,46.3125,-119.1875,64.0625,5008,17512,Colony
Galapana,8723266,0,-93.75,80.03125,-16.75,5009,7736,Industrial
Gali,1531992549,0,-57.625,43.40625,97.5625,5010,19241,Agriculture
Galis,1695315,0,163.90625,-23.375,-99.0625,5012,1166,Extraction
Galit,2482517,0,-49.125,96.65625,-110.6875,5013,8862,Industrial
Gallemi,1747966,0,68.1875,-262.125,-5.5625,5019,14470,Industrial
Gally Bese,163180,0,128.78125,-44.1875,0.5625,5020,12772,Refinery
Galouri,141467,0,65.03125,-118.5,62.5,5022,17427,Refinery
Galti,16078472,0,25.25,-71.25,-61.6875,5023,10454,Industrial
Gamahine,121945,0,161.28125,11.71875,-3.46875,5025,12426,Colony
Gamasakandi,1733642,0,-82.125,18.40625,-80.3125,5028,500,Industrial
Gamatcho,6060703,0,-106.71875,-6.5,-83.125,5029,18426,Industrial
Gambara,6743054,0,85.1875,-7.75,-72.40625,5030,8727,Industrial
Gambiu,167923,0,112.5625,-92.125,26.75,5031,7070,Extraction
Gamma Apodis,7918047,0,107.03125,-55.6875,99.3125,5034,18756,Industrial
Gamma Coronae Austrinae,37892120,0,-0.46875,-18.71875,53.25,5035,5311,Industrial
Gamma Phoenicis,562168733,0,70.5,-222.46875,11.15625,5042,6282,Terraforming
Gan,2261543058,0,-41,-90.34375,30.875,5046,11139,Agriculture
Gandha Wu,16379751,0,38.25,-198.5,81.34375,5049,15234,Industrial
Gandharvi,681109,0,-6703.5,-157.84375,14108.03125,13607222,16532169,Industrial
Gandigi,1678096,0,-19.65625,12,144.59375,5051,14336,Industrial
Gandii,39892034,0,-84.4375,-102.5,33.25,5052,6795,Industrial
Gandillava,6341772,0,92.125,-123.21875,132.78125,5053,14098,Industrial
Gandje,2166242,0,79.78125,-66.875,-131.0625,5055,13729,Industrial
Gandones,2348771667,0,-18.1875,-29.96875,116.90625,5057,14851,Agriculture
Gandu,157802,0,-69.6875,-87.84375,-112.59375,5060,19745,Terraforming
Gandui,24763672,0,-18.375,-153.46875,48.8125,5061,19869,High Tech
Gandza,5687327,0,102.9375,-15.34375,-63.3125,5063,14581,High Tech
Ganebucae,2679488,0,139.6875,-45,26.21875,5064,10174,Industrial
Ganekpe,6150836,0,-88.3125,-43.84375,160.84375,5065,2471,Industrial
Gangga,5337983,0,113.3125,-123.4375,149.125,5068,11153,Industrial
Gani,5621444,0,59.21875,-13.8125,-79.25,5071,11340,Industrial
Ganiyan,13091317,0,88.71875,87.4375,121.21875,5074,14420,Industrial
Gaoh,15384115,0,-65.625,108.0625,104.1875,5075,11841,Industrial
Gaohikel,1241234,0,49.53125,33.28125,57.125,5076,11799,Extraction
Gaohim,3337895,0,-6.15625,116.1875,95,5077,4070,Industrial
Garabaei,2118269,0,-40.59375,-102.625,68.90625,5080,11222,Extraction
Garinanni,3066852,0,-74.8125,-138.6875,1.9375,5084,9369,Industrial
Garoju,34717730,0,122.03125,-126.1875,120.09375,5088,12046,Industrial
Garoku,548112990,0,-99.75,-58,-61.15625,5089,5823,Agriculture
Garongxians,10039365,0,-43.9375,-131.9375,-94.84375,5090,1144,Industrial
Garrinbatz,14986939,0,32.75,-223.09375,64.28125,5091,15763,Industrial
Gateway,400027502,0,-11,77.84375,-0.875,5098,19886,Refinery
Gato,16543677679,0,-69.5625,-0.03125,9.21875,5099,3501,Agriculture
Gatoborod,12442756,0,-20.90625,-12.09375,152.625,5100,15925,Industrial
Gatolla,22456188,0,-102.46875,-55.34375,96.25,5101,6412,Industrial
Gatorma,264454066,0,-80.5,-92.90625,64.8125,5104,2578,Terraforming
Gaula,928345991,0,90.625,-2.65625,76.90625,5106,13884,Agriculture
Gaula Saon,1694413,0,-103.03125,-30.21875,-107.0625,5107,14416,Industrial
Gaula Wu,27586729,0,90.03125,-96.1875,5.28125,5108,15079,Industrial
Gauluujja,6495496,0,-60.75,-142,-43.53125,5109,10636,Industrial
Gaunab,5566865,0,1.8125,-108.28125,-22.90625,5110,10998,Extraction
Gaunetet,219614,0,81.6875,-255.75,102.6875,5111,13712,Terraforming
Gaura,1736675790,0,-82.40625,-63.84375,-1.65625,5112,17207,Agriculture
Gautas,6336677,0,-82.96875,64.21875,-92.53125,5114,5284,High Tech
Gbekree,14564669,0,78.5,-46.59375,-38.6875,5116,10496,Industrial
Gciriko,2158488,0,3,-103.84375,-131.9375,5118,10152,Refinery
Gcirthi,23558278,0,-63.34375,-76.28125,53.5,5121,5555,Terraforming
Ge,18570257,0,82.40625,-50.9375,-134.46875,5154,11498,Terraforming
Geawenki,93175,0,11.59375,15.625,-71.625,5156,7379,Refinery
Geawete,26430062,0,39.125,6.96875,55.53125,5158,2613,Industrial
Geawetes,13206756,0,-2.25,-214.5,-15.40625,5159,1533,Industrial
Geb,14009961,0,16.125,38.8125,60,5160,12141,Industrial
Gebel,2153443589,0,23.40625,-50.90625,29.375,5161,13200,Agriculture
Geidmara,13192397,0,51.78125,-82.125,-49.125,5166,2334,Industrial
Geirobri,4016653,0,148.46875,-117.125,21.5625,5168,14766,Industrial
Geirok,1847391,0,140.71875,-80.75,33.21875,5169,6494,Industrial
Geirsemi,19263569,0,65.5,-114,-66.09375,5170,2651,Terraforming
Gelo Kop,28198380,0,108.21875,-111.25,124.46875,5171,3162,Industrial
Gelong,2139720708,0,-3.90625,-83.0625,66.84375,5172,14958,Agriculture
Gendalla,902342,0,12,9.96875,-5.53125,5173,9016,Military
Gende,14150638,0,93.28125,-117.75,-1.46875,5174,4020,High Tech
Gendens,20627387,0,68.46875,-203.5,-14.25,5175,8312,Industrial
Gendenwitha,8003318,0,-116.28125,-6.28125,115.34375,5176,16651,Industrial
Genderi,469383950,0,-50.875,15.15625,119.5625,5178,7030,Agriculture
George Pantazis,3910114,0,-12.09375,-16,-14.21875,20581,24533,Refinery
Gera,1310057699,0,-88.8125,11.6875,-33.59375,5182,1375,Agriculture
Geras,33423683,0,-7.03125,-12.875,-56.375,5183,4947,Industrial
Gerong,2581941,0,88.53125,10.5,-142.09375,5191,9965,Industrial
Gertrud,97503291,0,-13.28125,6.90625,-56.59375,5196,9953,Industrial
Ghara,106220656,0,-0.84375,25.71875,140.375,5199,14921,Terraforming
Gharing,37358843,0,-23.90625,-20.8125,101.5,5200,16095,Industrial
Ghekree,6503949,0,-76.3125,-76.6875,104.4375,5203,9396,Industrial
Ghekreep,20649418,0,-61.84375,83.03125,124.34375,5204,15946,Industrial
Ghimr,4217328,0,17.28125,-80.53125,-20.5,5207,7053,Refinery
Giabaing,31256965,0,56.90625,-158.03125,-27.6875,5208,2164,Industrial
Giabal,5487231,0,5.5,-175.625,26,5209,9736,Industrial
Gienah,7845396,0,101.9375,107.375,40.96875,5210,13649,Industrial
Gigaliep,9331418,0,-81.71875,27.5625,16.4375,5212,2299,Industrial
Giguara,1205372851,0,13.3125,14.5,68.21875,5213,13980,Agriculture
Giguen,492180355,0,124.8125,45.125,3.71875,5214,3720,Agriculture
Gilgamesh,14791691695,0,-59.875,-16,28.78125,5215,15367,Agriculture
Giltine,429081,0,39.28125,-125.46875,22.21875,5216,17317,Military
Gilya,10003985,0,-76.78125,51.03125,21.75,5217,17456,High Tech
Gilyadar,4200443,0,39.9375,-101.9375,61.78125,5218,17053,Industrial
Gio,9179362,0,-46.09375,48.8125,119.09375,5222,15162,Industrial
Gippsworld,25000,0,81.46875,69.65625,36.03125,5223,433,Agriculture
Gira,2588186,0,86.96875,-225.09375,46.5625,5224,19480,Industrial
Girya Gu,3830263,0,-13.625,-10.625,-75.25,5228,9199,Industrial
Giryak,428322300,0,14.6875,27.65625,108.65625,5229,3475,Agriculture
Giryampi,18707232,0,121.96875,-78.96875,11.03125,5231,9942,High Tech
Gitse,6882981274,0,50.40625,5.90625,-53.0625,5233,11731,Agriculture
Gitxsan,6000594,0,68.5,-72.53125,26.40625,5234,10625,Industrial
Gitxsangni,5195304,0,111.5,-36.03125,69.96875,5235,7956,Industrial
Gitxsanluga,970805583,0,26,-93.1875,-102.34375,5236,7361,Terraforming
Gitxsante,3536123,0,6.125,-10.78125,-138.875,5237,9510,Industrial
Gl 606.1 B,10334728,0,60.71875,-33.125,46.96875,5243,10666,Industrial
Gladutjin,8615033,0,-40.90625,11.84375,-55.8125,5247,8204,High Tech
Gladyak,6223123,0,-33.75,94.71875,31.78125,5249,5107,Refinery
Gladyangar,2543764,0,2.1875,-47.09375,131.625,5250,666,Extraction
Glauss,2990333113,0,-15.15625,-16,98.625,5252,3156,Agriculture
Gliese 105.2,6439512808,0,85.40625,-178.5625,-25.78125,5256,11120,Agriculture
Gliese 1272,712320494,0,-100.96875,-89.34375,15.9375,5260,3479,Refinery
Gliese 2067,5098698,0,85.4375,43.375,-86.09375,5264,2639,Industrial
Gliese 2084,665528,0,120.1875,81.40625,19.34375,5265,13421,Military
Gliese 2119,4178720,0,54.46875,5.5625,116.5625,5266,547,Extraction
Gliese 225.1,4277414,0,134.15625,-71.0625,-67.28125,5268,5962,Extraction
Gliese 3002,1287837285,0,-104.90625,-58.1875,-44.15625,5269,2185,Tourism
Gliese 3095,27148999,0,-58.25,-119.65625,-63.5625,5271,5862,Terraforming
Gliese 3258,2321678659,0,57.90625,-98.59375,-66.59375,5274,16705,Tourism
Gliese 3299,4791001709,0,-34.46875,-10.9375,-116.125,5275,15105,Agriculture
Gliese 3371,2642979919,0,-17.71875,12.96875,-38.3125,5277,7664,Agriculture
Gliese 3761,6329697,0,111.90625,-35.59375,75.71875,5279,15065,High Tech
Gliese 384,3831562521,0,127.53125,16.46875,17,5280,14222,Agriculture
Gliese 3857,5964827,0,4.5625,112.96875,72.5,5282,621,Industrial
Gliese 3897 B,12920752,0,-38.375,126.03125,75.3125,5284,6974,Industrial
Gliese 4052,6440066,0,-44.0625,4.0625,113.75,5288,4186,Industrial
Gliese 44,2451555,0,-50.375,-132.6875,-39.09375,5291,4505,Extraction
Gliese 488.2,6339224,0,54.875,100.75,37.75,5293,11892,Industrial
Gliese 506.2,190419,0,-121.625,92.03125,-76.84375,5294,12137,Terraforming
Gliese 550,1386830399,0,82.34375,16.8125,91.5625,5295,346,Agriculture
Gliese 563.1,10017059,0,-32.5625,70.21875,15.40625,5296,11979,Industrial
Gliese 58,153188700,0,11.125,-128.90625,-14.15625,5298,13518,High Tech
Gliese 599.1,27010095,0,70.53125,5.34375,121.6875,5299,14253,Industrial
Gliese 724.2,32947725,0,82.90625,-60.65625,87.65625,5305,3068,Industrial
Gliese 76,16954614,0,16.84375,-131.75,-25.5,5306,8378,Industrial
Gliese 765.3,19329836,0,-138.4375,40.375,-1.375,5307,16360,Industrial
Gliese 828.4,1761584,0,-114,-68.28125,55.6875,5308,9379,Industrial
